Num.,Polymer,TE,logTE,NDI,Size-neb,PDI-neb,EE-Neb,Size,PDI,EE,NDI-Size,NDI-PDI,NDI-EE,Deff,Arms,hydrophilicity,Concentration,MW,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA12,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA5,SlogP_VSA6,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState8,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAtomStereoCenters,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_allylic_oxid,fr_amide,fr_ester,fr_ether,fr_lactone,fr_priamide,fr_unbrch_alkane
24,4 arm PEG10K,212100,5.326540669,1.07044116,110,0.2,70.1,79,0.14,93.4,1.392405063,1.428571429,0.750535332,0.16,4,1,20,10000,7.625,0.125,-0.125,0.407527891,7.5,62.068,56.02,26,0.06622664,-0.393990542,0.393990542,0.06622664,1,1.25,1.25,16.30425825,10.81832367,1.575298676,-1.699066797,1.392607251,-1.84530091,4.062481069,0.185938562,1.370950594,1.974744871,6,3.414213562,2.308640753,2.308640753,1.914213562,1.132455532,1.132455532,0.447213595,0.447213595,0.1,0.1,0,0,-0.08,6.854752972,3.92,2.92,1.92,24.69266065,10.21305479,0,0,0,0,0,0,0,0,13.21376393,10.21305479,0,0,0,0,13.21376393,0,0,23.42681872,0,0,0,40.46,0,0,13.21376393,0,0,0,0,0,10.21305479,0,0,15.25,0,0,0,-0.25,1,4,2,2,0,0,0,0,2,2,2,0,1,0,0,0,2.8616,0,-1.029,14.1716,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,P335,68200,4.833784375,1.079971893,85,0.2,36.8,79,0.11,45.2,1.075949367,1.818181818,0.814159292,0.063,1,0,1,6500,7.858949926,0.131684284,-0.334440887,0.421151207,11.10951315,68.81875213,61.800515,28.88761052,0.070082565,-0.393850734,0.393850734,0.070082565,1.385014736,1.610951315,1.610951315,16.3094944,10.64527515,1.697006465,-1.793740444,1.531867881,-1.935423031,4.193623158,0.149324164,1.374720321,2.246562382,12.18658666,3.833034271,2.727461462,2.727461462,2.085469102,1.338231318,1.338231318,0.728458176,0.728458176,0.17903575,0.17903575,0,0,-0.08,8.200731514,4.40126842,2.561504136,2.882536841,27.75590628,10.21305479,0,0,0,0,0,0,3.332176065,0,12.97172654,10.21305479,0,0,0,6.269822327,10.03408028,0,0,23.18478133,0,3.332176065,0,40.46,2.937646261,0,10.03408028,0,0,3.332176065,0,0,10.21305479,0,0,15.61317941,0,0,-0.269599439,0.538745467,1,4.48126842,2,2,0,0,0,0.48126842,2,2,2,0,1,0,0,0.48126842,2.514461285,0,-0.842027219,16.38302839,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,P335,84400,4.926342447,0.372149457,66,0.18,23.9,67,0.15,29.4,0.985074627,1.2,0.81292517,0.137,1,0,5,6500,7.858949926,0.131684284,-0.334440887,0.421151207,11.10951315,68.81875213,61.800515,28.88761052,0.070082565,-0.393850734,0.393850734,0.070082565,1.385014736,1.610951315,1.610951315,16.3094944,10.64527515,1.697006465,-1.793740444,1.531867881,-1.935423031,4.193623158,0.149324164,1.374720321,2.246562382,12.18658666,3.833034271,2.727461462,2.727461462,2.085469102,1.338231318,1.338231318,0.728458176,0.728458176,0.17903575,0.17903575,0,0,-0.08,8.200731514,4.40126842,2.561504136,2.882536841,27.75590628,10.21305479,0,0,0,0,0,0,3.332176065,0,12.97172654,10.21305479,0,0,0,6.269822327,10.03408028,0,0,23.18478133,0,3.332176065,0,40.46,2.937646261,0,10.03408028,0,0,3.332176065,0,0,10.21305479,0,0,15.61317941,0,0,-0.269599439,0.538745467,1,4.48126842,2,2,0,0,0,0.48126842,2,2,2,0,1,0,0,0.48126842,2.514461285,0,-0.842027219,16.38302839,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,P335,146000,5.164352856,0.323039408,68,0.17,21.5,67,0.16,28.5,1.014925373,1.0625,0.754385965,0.184,1,0,10,6500,7.858949926,0.131684284,-0.334440887,0.421151207,11.10951315,68.81875213,61.800515,28.88761052,0.070082565,-0.393850734,0.393850734,0.070082565,1.385014736,1.610951315,1.610951315,16.3094944,10.64527515,1.697006465,-1.793740444,1.531867881,-1.935423031,4.193623158,0.149324164,1.374720321,2.246562382,12.18658666,3.833034271,2.727461462,2.727461462,2.085469102,1.338231318,1.338231318,0.728458176,0.728458176,0.17903575,0.17903575,0,0,-0.08,8.200731514,4.40126842,2.561504136,2.882536841,27.75590628,10.21305479,0,0,0,0,0,0,3.332176065,0,12.97172654,10.21305479,0,0,0,6.269822327,10.03408028,0,0,23.18478133,0,3.332176065,0,40.46,2.937646261,0,10.03408028,0,0,3.332176065,0,0,10.21305479,0,0,15.61317941,0,0,-0.269599439,0.538745467,1,4.48126842,2,2,0,0,0,0.48126842,2,2,2,0,1,0,0,0.48126842,2.514461285,0,-0.842027219,16.38302839,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,P335,36700,4.564666064,0.483435097,67,0.18,17.6,66,0.16,26.8,1.015151515,1.125,0.656716418,0.227,1,0,20,6500,7.858949926,0.131684284,-0.334440887,0.421151207,11.10951315,68.81875213,61.800515,28.88761052,0.070082565,-0.393850734,0.393850734,0.070082565,1.385014736,1.610951315,1.610951315,16.3094944,10.64527515,1.697006465,-1.793740444,1.531867881,-1.935423031,4.193623158,0.149324164,1.374720321,2.246562382,12.18658666,3.833034271,2.727461462,2.727461462,2.085469102,1.338231318,1.338231318,0.728458176,0.728458176,0.17903575,0.17903575,0,0,-0.08,8.200731514,4.40126842,2.561504136,2.882536841,27.75590628,10.21305479,0,0,0,0,0,0,3.332176065,0,12.97172654,10.21305479,0,0,0,6.269822327,10.03408028,0,0,23.18478133,0,3.332176065,0,40.46,2.937646261,0,10.03408028,0,0,3.332176065,0,0,10.21305479,0,0,15.61317941,0,0,-0.269599439,0.538745467,1,4.48126842,2,2,0,0,0,0.48126842,2,2,2,0,1,0,0,0.48126842,2.514461285,0,-0.842027219,16.38302839,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,PEG1K,53600,4.72916479,2.1396061,121,0.24,63.2,86,0.1,94.7,1.406976744,2.4,0.667370644,0.076,1,1,1,1000,7.625,0.125,-0.125,0.407527891,7.5,62.068,56.02,26,0.06622664,-0.393990542,0.393990542,0.06622664,1,1.25,1.25,16.30425825,10.81832367,1.575298676,-1.699066797,1.392607251,-1.84530091,4.062481069,0.185938562,1.370950594,1.974744871,6,3.414213562,2.308640753,2.308640753,1.914213562,1.132455532,1.132455532,0.447213595,0.447213595,0.1,0.1,0,0,-0.08,6.854752972,3.92,2.92,1.92,24.69266065,10.21305479,0,0,0,0,0,0,0,0,13.21376393,10.21305479,0,0,0,0,13.21376393,0,0,23.42681872,0,0,0,40.46,0,0,13.21376393,0,0,0,0,0,10.21305479,0,0,15.25,0,0,0,-0.25,1,4,2,2,0,0,0,0,2,2,2,0,1,0,0,0,2.8616,0,-1.029,14.1716,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,PEG1K,116000,5.064457989,2.306861721,124,0.23,64.5,87,0.09,95.7,1.425287356,2.555555556,0.673981191,0.081,1,1,5,1000,7.625,0.125,-0.125,0.407527891,7.5,62.068,56.02,26,0.06622664,-0.393990542,0.393990542,0.06622664,1,1.25,1.25,16.30425825,10.81832367,1.575298676,-1.699066797,1.392607251,-1.84530091,4.062481069,0.185938562,1.370950594,1.974744871,6,3.414213562,2.308640753,2.308640753,1.914213562,1.132455532,1.132455532,0.447213595,0.447213595,0.1,0.1,0,0,-0.08,6.854752972,3.92,2.92,1.92,24.69266065,10.21305479,0,0,0,0,0,0,0,0,13.21376393,10.21305479,0,0,0,0,13.21376393,0,0,23.42681872,0,0,0,40.46,0,0,13.21376393,0,0,0,0,0,10.21305479,0,0,15.25,0,0,0,-0.25,1,4,2,2,0,0,0,0,2,2,2,0,1,0,0,0,2.8616,0,-1.029,14.1716,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,PEG1K,101000,5.004321374,1.656677005,126,0.21,60.9,91,0.11,95.6,1.384615385,1.909090909,0.637029289,0.094,1,1,10,1000,7.625,0.125,-0.125,0.407527891,7.5,62.068,56.02,26,0.06622664,-0.393990542,0.393990542,0.06622664,1,1.25,1.25,16.30425825,10.81832367,1.575298676,-1.699066797,1.392607251,-1.84530091,4.062481069,0.185938562,1.370950594,1.974744871,6,3.414213562,2.308640753,2.308640753,1.914213562,1.132455532,1.132455532,0.447213595,0.447213595,0.1,0.1,0,0,-0.08,6.854752972,3.92,2.92,1.92,24.69266065,10.21305479,0,0,0,0,0,0,0,0,13.21376393,10.21305479,0,0,0,0,13.21376393,0,0,23.42681872,0,0,0,40.46,0,0,13.21376393,0,0,0,0,0,10.21305479,0,0,15.25,0,0,0,-0.25,1,4,2,2,0,0,0,0,2,2,2,0,1,0,0,0,2.8616,0,-1.029,14.1716,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,PEG1K,155000,5.190331698,2.166683322,118,0.21,66.4,95,0.08,94.8,1.242105263,2.625,0.700421941,0.103,1,1,20,1000,7.625,0.125,-0.125,0.407527891,7.5,62.068,56.02,26,0.06622664,-0.393990542,0.393990542,0.06622664,1,1.25,1.25,16.30425825,10.81832367,1.575298676,-1.699066797,1.392607251,-1.84530091,4.062481069,0.185938562,1.370950594,1.974744871,6,3.414213562,2.308640753,2.308640753,1.914213562,1.132455532,1.132455532,0.447213595,0.447213595,0.1,0.1,0,0,-0.08,6.854752972,3.92,2.92,1.92,24.69266065,10.21305479,0,0,0,0,0,0,0,0,13.21376393,10.21305479,0,0,0,0,13.21376393,0,0,23.42681872,0,0,0,40.46,0,0,13.21376393,0,0,0,0,0,10.21305479,0,0,15.25,0,0,0,-0.25,1,4,2,2,0,0,0,0,2,2,2,0,1,0,0,0,2.8616,0,-1.029,14.1716,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,PEG20K,60200,4.779596491,2.081608024,105,0.23,61.8,73,0.1,94.1,1.438356164,2.3,0.65674814,0.068,1,1,1,20000,7.625,0.125,-0.125,0.407527891,7.5,62.068,56.02,26,0.06622664,-0.393990542,0.393990542,0.06622664,1,1.25,1.25,16.30425825,10.81832367,1.575298676,-1.699066797,1.392607251,-1.84530091,4.062481069,0.185938562,1.370950594,1.974744871,6,3.414213562,2.308640753,2.308640753,1.914213562,1.132455532,1.132455532,0.447213595,0.447213595,0.1,0.1,0,0,-0.08,6.854752972,3.92,2.92,1.92,24.69266065,10.21305479,0,0,0,0,0,0,0,0,13.21376393,10.21305479,0,0,0,0,13.21376393,0,0,23.42681872,0,0,0,40.46,0,0,13.21376393,0,0,0,0,0,10.21305479,0,0,15.25,0,0,0,-0.25,1,4,2,2,0,0,0,0,2,2,2,0,1,0,0,0,2.8616,0,-1.029,14.1716,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,PEG20K,301000,5.478566496,1.946266015,100,0.22,81.3,74,0.09,95.7,1.351351351,2.444444444,0.849529781,0.095,1,1,5,20000,7.625,0.125,-0.125,0.407527891,7.5,62.068,56.02,26,0.06622664,-0.393990542,0.393990542,0.06622664,1,1.25,1.25,16.30425825,10.81832367,1.575298676,-1.699066797,1.392607251,-1.84530091,4.062481069,0.185938562,1.370950594,1.974744871,6,3.414213562,2.308640753,2.308640753,1.914213562,1.132455532,1.132455532,0.447213595,0.447213595,0.1,0.1,0,0,-0.08,6.854752972,3.92,2.92,1.92,24.69266065,10.21305479,0,0,0,0,0,0,0,0,13.21376393,10.21305479,0,0,0,0,13.21376393,0,0,23.42681872,0,0,0,40.46,0,0,13.21376393,0,0,0,0,0,10.21305479,0,0,15.25,0,0,0,-0.25,1,4,2,2,0,0,0,0,2,2,2,0,1,0,0,0,2.8616,0,-1.029,14.1716,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,PEG20K,71600,4.854913022,2.16332736,93,0.21,63.8,77,0.08,95.3,1.207792208,2.625,0.669464848,0.103,1,1,10,20000,7.625,0.125,-0.125,0.407527891,7.5,62.068,56.02,26,0.06622664,-0.393990542,0.393990542,0.06622664,1,1.25,1.25,16.30425825,10.81832367,1.575298676,-1.699066797,1.392607251,-1.84530091,4.062481069,0.185938562,1.370950594,1.974744871,6,3.414213562,2.308640753,2.308640753,1.914213562,1.132455532,1.132455532,0.447213595,0.447213595,0.1,0.1,0,0,-0.08,6.854752972,3.92,2.92,1.92,24.69266065,10.21305479,0,0,0,0,0,0,0,0,13.21376393,10.21305479,0,0,0,0,13.21376393,0,0,23.42681872,0,0,0,40.46,0,0,13.21376393,0,0,0,0,0,10.21305479,0,0,15.25,0,0,0,-0.25,1,4,2,2,0,0,0,0,2,2,2,0,1,0,0,0,2.8616,0,-1.029,14.1716,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,PEG20K,38000,4.579783597,1.988907716,91,0.2,62.2,80,0.08,95.9,1.1375,2.5,0.648592284,0.111,1,1,20,20000,7.625,0.125,-0.125,0.407527891,7.5,62.068,56.02,26,0.06622664,-0.393990542,0.393990542,0.06622664,1,1.25,1.25,16.30425825,10.81832367,1.575298676,-1.699066797,1.392607251,-1.84530091,4.062481069,0.185938562,1.370950594,1.974744871,6,3.414213562,2.308640753,2.308640753,1.914213562,1.132455532,1.132455532,0.447213595,0.447213595,0.1,0.1,0,0,-0.08,6.854752972,3.92,2.92,1.92,24.69266065,10.21305479,0,0,0,0,0,0,0,0,13.21376393,10.21305479,0,0,0,0,13.21376393,0,0,23.42681872,0,0,0,40.46,0,0,13.21376393,0,0,0,0,0,10.21305479,0,0,15.25,0,0,0,-0.25,1,4,2,2,0,0,0,0,2,2,2,0,1,0,0,0,2.8616,0,-1.029,14.1716,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,PEG2K,196000,5.292256071,1.900667408,114,0.23,68.2,87,0.1,96.1,1.310344828,2.3,0.709677419,0.073,1,1,1,2000,7.625,0.125,-0.125,0.407527891,7.5,62.068,56.02,26,0.06622664,-0.393990542,0.393990542,0.06622664,1,1.25,1.25,16.30425825,10.81832367,1.575298676,-1.699066797,1.392607251,-1.84530091,4.062481069,0.185938562,1.370950594,1.974744871,6,3.414213562,2.308640753,2.308640753,1.914213562,1.132455532,1.132455532,0.447213595,0.447213595,0.1,0.1,0,0,-0.08,6.854752972,3.92,2.92,1.92,24.69266065,10.21305479,0,0,0,0,0,0,0,0,13.21376393,10.21305479,0,0,0,0,13.21376393,0,0,23.42681872,0,0,0,40.46,0,0,13.21376393,0,0,0,0,0,10.21305479,0,0,15.25,0,0,0,-0.25,1,4,2,2,0,0,0,0,2,2,2,0,1,0,0,0,2.8616,0,-1.029,14.1716,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,PEG2K,267000,5.426511261,1.290693861,116,0.21,70.1,91,0.12,95.5,1.274725275,1.75,0.734031414,0.082,1,1,5,2000,7.625,0.125,-0.125,0.407527891,7.5,62.068,56.02,26,0.06622664,-0.393990542,0.393990542,0.06622664,1,1.25,1.25,16.30425825,10.81832367,1.575298676,-1.699066797,1.392607251,-1.84530091,4.062481069,0.185938562,1.370950594,1.974744871,6,3.414213562,2.308640753,2.308640753,1.914213562,1.132455532,1.132455532,0.447213595,0.447213595,0.1,0.1,0,0,-0.08,6.854752972,3.92,2.92,1.92,24.69266065,10.21305479,0,0,0,0,0,0,0,0,13.21376393,10.21305479,0,0,0,0,13.21376393,0,0,23.42681872,0,0,0,40.46,0,0,13.21376393,0,0,0,0,0,10.21305479,0,0,15.25,0,0,0,-0.25,1,4,2,2,0,0,0,0,2,2,2,0,1,0,0,0,2.8616,0,-1.029,14.1716,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,PEG2K,335000,5.525044807,1.112502762,109,0.22,71.2,93,0.13,94.7,1.172043011,1.692307692,0.751847941,0.089,1,1,10,2000,7.625,0.125,-0.125,0.407527891,7.5,62.068,56.02,26,0.06622664,-0.393990542,0.393990542,0.06622664,1,1.25,1.25,16.30425825,10.81832367,1.575298676,-1.699066797,1.392607251,-1.84530091,4.062481069,0.185938562,1.370950594,1.974744871,6,3.414213562,2.308640753,2.308640753,1.914213562,1.132455532,1.132455532,0.447213595,0.447213595,0.1,0.1,0,0,-0.08,6.854752972,3.92,2.92,1.92,24.69266065,10.21305479,0,0,0,0,0,0,0,0,13.21376393,10.21305479,0,0,0,0,13.21376393,0,0,23.42681872,0,0,0,40.46,0,0,13.21376393,0,0,0,0,0,10.21305479,0,0,15.25,0,0,0,-0.25,1,4,2,2,0,0,0,0,2,2,2,0,1,0,0,0,2.8616,0,-1.029,14.1716,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,PEG2K,241000,5.382017043,0.976265823,108,0.19,69.4,96,0.12,94.8,1.125,1.583333333,0.732067511,0.096,1,1,20,2000,7.625,0.125,-0.125,0.407527891,7.5,62.068,56.02,26,0.06622664,-0.393990542,0.393990542,0.06622664,1,1.25,1.25,16.30425825,10.81832367,1.575298676,-1.699066797,1.392607251,-1.84530091,4.062481069,0.185938562,1.370950594,1.974744871,6,3.414213562,2.308640753,2.308640753,1.914213562,1.132455532,1.132455532,0.447213595,0.447213595,0.1,0.1,0,0,-0.08,6.854752972,3.92,2.92,1.92,24.69266065,10.21305479,0,0,0,0,0,0,0,0,13.21376393,10.21305479,0,0,0,0,13.21376393,0,0,23.42681872,0,0,0,40.46,0,0,13.21376393,0,0,0,0,0,10.21305479,0,0,15.25,0,0,0,-0.25,1,4,2,2,0,0,0,0,2,2,2,0,1,0,0,0,2.8616,0,-1.029,14.1716,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,PEI,89900,4.953759692,3.103944156,156,0.24,62.3,87,0.08,90.4,1.793103448,3,0.689159292,0.032,1,1,1,25000,3,1.25,1.25,0.366138809,24,43.069,38.029,18,0.007722976,-0.314205753,0.314205753,0.007722976,1.333333333,1.666666667,1.666666667,15.00833452,11.011,1.907807583,-1.21429036,1.645662315,-1.558762315,4.582907405,1.343092595,1.459147917,2.25,7.509775004,2.121320344,1.914213562,1.914213562,1.5,1.207106781,1.207106781,0.75,0.75,0.25,0.25,0,0,-0.04,8.754887502,1.297837838,0.206165084,0.003402778,19.64822417,5.316788604,0,0,0,0,0,0,0,13.08951281,0,0,0,5.316788604,0,0,13.08951281,0,5.316788604,13.08951281,0,0,0,21.94,0,0,0,0,0,13.08951281,0,5.316788604,0,0,0,3,0,0,0,2.5,1,3,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0.089189616,1,-0.4104,12.8697,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,PEI,72300,4.859138297,4.483209813,124,0.23,63.8,78,0.05,90.3,1.58974359,4.6,0.706533776,0.036,1,1,5,25000,3,1.25,1.25,0.366138809,24,43.069,38.029,18,0.007722976,-0.314205753,0.314205753,0.007722976,1.333333333,1.666666667,1.666666667,15.00833452,11.011,1.907807583,-1.21429036,1.645662315,-1.558762315,4.582907405,1.343092595,1.459147917,2.25,7.509775004,2.121320344,1.914213562,1.914213562,1.5,1.207106781,1.207106781,0.75,0.75,0.25,0.25,0,0,-0.04,8.754887502,1.297837838,0.206165084,0.003402778,19.64822417,5.316788604,0,0,0,0,0,0,0,13.08951281,0,0,0,5.316788604,0,0,13.08951281,0,5.316788604,13.08951281,0,0,0,21.94,0,0,0,0,0,13.08951281,0,5.316788604,0,0,0,3,0,0,0,2.5,1,3,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0.089189616,1,-0.4104,12.8697,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43,PEI,96600,4.984977126,5.626495382,117,0.23,64.2,73,0.04,88.4,1.602739726,5.75,0.726244344,0.039,1,1,10,25000,3,1.25,1.25,0.366138809,24,43.069,38.029,18,0.007722976,-0.314205753,0.314205753,0.007722976,1.333333333,1.666666667,1.666666667,15.00833452,11.011,1.907807583,-1.21429036,1.645662315,-1.558762315,4.582907405,1.343092595,1.459147917,2.25,7.509775004,2.121320344,1.914213562,1.914213562,1.5,1.207106781,1.207106781,0.75,0.75,0.25,0.25,0,0,-0.04,8.754887502,1.297837838,0.206165084,0.003402778,19.64822417,5.316788604,0,0,0,0,0,0,0,13.08951281,0,0,0,5.316788604,0,0,13.08951281,0,5.316788604,13.08951281,0,0,0,21.94,0,0,0,0,0,13.08951281,0,5.316788604,0,0,0,3,0,0,0,2.5,1,3,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0.089189616,1,-0.4104,12.8697,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
