Num.,Polymer,m1,c1,m2,c2,Size-neb,PDI-neb,EE-neb,Size,PDI,EE,NDI-Size,NDI-PDI,NDI-EE,Deff,Arms,hydrophilicity,Concentration,MW,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA12,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA5,SlogP_VSA6,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState8,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAtomStereoCenters,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_allylic_oxid,fr_amide,fr_ester,fr_ether,fr_lactone,fr_priamide,fr_unbrch_alkane
116,Tween 80,PEG,20,OA,1,68,0.6,11.5,63,0.54,12.9,1.079365079,1.111111111,0.891472868,0.029,4,0,20,429,8.125320456,0.16327962,-0.224956366,0.385837878,8.195127665,102.92297,91.64316112,43.05379872,0.110086956,-0.410161964,0.410161964,0.110086956,0.953658156,1.240731631,1.33341532,16.3155423,10.68110467,1.645433457,-1.752550549,1.522411105,-1.860712528,4.35864053,0.126140611,1.566438857,2.177057224,48.18455854,5.541646259,4.366407088,4.366407088,3.3704304,2.523779598,2.523779598,1.426104171,1.426104171,0.7585072,0.7585072,0.435050849,0.435050849,-0.211610838,4209.06072,6.754267201,5.393711873,4.754267201,43.32518868,9.266471199,0,0,1.106514466,0.888750784,0,13.05771375,5.951054325,1.190210865,10.76436316,10.15522198,1.106514466,0,0,17.94638712,10.76436316,2.252591824,0,21.13734883,0.888750784,17.94638712,2.252591824,39.87423909,1.106514466,0.888750784,10.76436316,1.190210865,2.380421731,13.09231952,0,3.536026831,9.266471199,0,1.913746709,14.00028828,0,-0.123127288,3.937167389,0.215054976,0.969105437,6.965878039,1.814632623,2,0,0,0,0,1.814632623,1.814632623,2,0,3.595143284,0,0,0,5.227045435,0,0.294059656,27.68788477,0.185367377,1.629265245,1.629265245,0.185367377,0.185367377,0.185367377,0,0,0,0,0.370734755,0,0,0,0,0,2.039041152
117,PPG-66-甘油聚醚-12,PEG,12,PPG,16,135,0.23,56.3,104,0.14,67.8,1.298076923,1.642857143,0.830383481,0.088,3,0,1,2600,7.926604822,0.133617281,-0.395008126,0.425090871,12.15333154,70.77097087,63.47215535,29.72266523,0.071197641,-0.393810303,0.393810303,0.071197641,1.496355364,1.715333154,1.715333154,16.31100862,10.59523205,1.732202577,-1.821118677,1.572140017,-1.961485029,4.231547532,0.138735816,1.375810471,2.325168029,13.97565699,3.954151091,2.848578282,2.848578282,2.134993699,1.397738664,1.397738664,0.809789994,0.809789994,0.201891732,0.201891732,0,0,-0.08,8.589968814,4.540444205,2.457832378,3.160888411,28.6417521,10.21305479,0,0,0,0,0,0,4.295792625,0,12.90173287,10.21305479,0,0,0,8.0829632,9.1145623,0,0,23.11478766,0,4.295792625,0,40.46,3.787170575,0,9.1145623,0,0,4.295792625,0,0,10.21305479,0,0,15.71820558,0,0,-0.347563652,0.766839114,1,4.620444205,2,2,0,0,0,0.620444205,2,2,2,0,1,0,0,0.620444205,2.414073848,0,-0.787957426,17.02254112,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,PPG-66-甘油聚醚-12,PEG,12,PPG,16,401,0.54,15.7,446,0.48,27.6,0.899103139,1.125,0.56884058,0.126,3,0,5,2600,7.926604822,0.133617281,-0.395008126,0.425090871,12.15333154,70.77097087,63.47215535,29.72266523,0.071197641,-0.393810303,0.393810303,0.071197641,1.496355364,1.715333154,1.715333154,16.31100862,10.59523205,1.732202577,-1.821118677,1.572140017,-1.961485029,4.231547532,0.138735816,1.375810471,2.325168029,13.97565699,3.954151091,2.848578282,2.848578282,2.134993699,1.397738664,1.397738664,0.809789994,0.809789994,0.201891732,0.201891732,0,0,-0.08,8.589968814,4.540444205,2.457832378,3.160888411,28.6417521,10.21305479,0,0,0,0,0,0,4.295792625,0,12.90173287,10.21305479,0,0,0,8.0829632,9.1145623,0,0,23.11478766,0,4.295792625,0,40.46,3.787170575,0,9.1145623,0,0,4.295792625,0,0,10.21305479,0,0,15.71820558,0,0,-0.347563652,0.766839114,1,4.620444205,2,2,0,0,0,0.620444205,2,2,2,0,1,0,0,0.620444205,2.414073848,0,-0.787957426,17.02254112,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,PPG-66-甘油聚醚-12,PEG,12,PPG,16,407,0.5,14.6,452,0.51,28.4,0.900442478,0.980392157,0.514084507,0.122,3,0,10,2600,7.926604822,0.133617281,-0.395008126,0.425090871,12.15333154,70.77097087,63.47215535,29.72266523,0.071197641,-0.393810303,0.393810303,0.071197641,1.496355364,1.715333154,1.715333154,16.31100862,10.59523205,1.732202577,-1.821118677,1.572140017,-1.961485029,4.231547532,0.138735816,1.375810471,2.325168029,13.97565699,3.954151091,2.848578282,2.848578282,2.134993699,1.397738664,1.397738664,0.809789994,0.809789994,0.201891732,0.201891732,0,0,-0.08,8.589968814,4.540444205,2.457832378,3.160888411,28.6417521,10.21305479,0,0,0,0,0,0,4.295792625,0,12.90173287,10.21305479,0,0,0,8.0829632,9.1145623,0,0,23.11478766,0,4.295792625,0,40.46,3.787170575,0,9.1145623,0,0,4.295792625,0,0,10.21305479,0,0,15.71820558,0,0,-0.347563652,0.766839114,1,4.620444205,2,2,0,0,0,0.620444205,2,2,2,0,1,0,0,0.620444205,2.414073848,0,-0.787957426,17.02254112,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,PPG-66-甘油聚醚-12,PEG,12,PPG,16,411,0.52,15.2,457,0.5,26.9,0.899343545,1.04,0.565055762,0.124,3,0,20,2600,7.926604822,0.133617281,-0.395008126,0.425090871,12.15333154,70.77097087,63.47215535,29.72266523,0.071197641,-0.393810303,0.393810303,0.071197641,1.496355364,1.715333154,1.715333154,16.31100862,10.59523205,1.732202577,-1.821118677,1.572140017,-1.961485029,4.231547532,0.138735816,1.375810471,2.325168029,13.97565699,3.954151091,2.848578282,2.848578282,2.134993699,1.397738664,1.397738664,0.809789994,0.809789994,0.201891732,0.201891732,0,0,-0.08,8.589968814,4.540444205,2.457832378,3.160888411,28.6417521,10.21305479,0,0,0,0,0,0,4.295792625,0,12.90173287,10.21305479,0,0,0,8.0829632,9.1145623,0,0,23.11478766,0,4.295792625,0,40.46,3.787170575,0,9.1145623,0,0,4.295792625,0,0,10.21305479,0,0,15.71820558,0,0,-0.347563652,0.766839114,1,4.620444205,2,2,0,0,0,0.620444205,2,2,2,0,1,0,0,0.620444205,2.414073848,0,-0.787957426,17.02254112,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,PLA2K-PEG5K,PLA,28,PEG,114,142,0.25,69.3,101,0.13,76.8,1.405940594,1.923076923,0.90234375,0.09,1,0,1,7000,8.104337479,0.403599702,-0.415765628,0.419723187,9.120501325,69.4285798,63.3805798,28.62783999,0.135994856,-0.416417857,0.416417857,0.135994856,1.218986665,1.447087999,1.447087999,16.3290853,10.71732094,1.689480646,-1.748055134,1.481056421,-1.920376693,4.494623105,0.098958078,1.368326289,2.311855035,19.41739622,3.871585689,2.590183587,2.590183587,2.105657183,1.242693342,1.242693342,0.596211476,0.596211476,0.167638034,0.167638034,0,0,-0.208764159,8.629829319,4.316803838,2.617176613,1.867849251,27.45884701,10.21305479,1.604024695,0,1.568637912,0,1.259927652,0,1.819447346,0,9.741398208,11.47298244,1.568637912,0,0,3.423472041,9.741398208,0,0,23.12711561,1.259927652,1.819447346,0,44.94572286,3.172662608,1.259927652,9.741398208,0,0,1.819447346,0,0,10.21305479,0,2.483065468,15.38686667,0,-0.311447702,-0.323613628,0.130185183,0.912405334,4.525567997,2,2.262783999,0,0,0,0.262783999,2,2,2.262783999,0,1,0,0,0.262783999,2.529995139,0,-0.902653453,15.52362367,0.262783999,1.737216001,1.737216001,0.262783999,0.262783999,0.262783999,0,0,0,0,0,0,0,0,0,0,0
122,PLA2K-PEG5K,PLA,28,PEG,114,130,0.23,72.2,100,0.13,73.9,1.3,1.769230769,0.97699594,0.162,1,0,5,7000,8.104337479,0.403599702,-0.415765628,0.419723187,9.120501325,69.4285798,63.3805798,28.62783999,0.135994856,-0.416417857,0.416417857,0.135994856,1.218986665,1.447087999,1.447087999,16.3290853,10.71732094,1.689480646,-1.748055134,1.481056421,-1.920376693,4.494623105,0.098958078,1.368326289,2.311855035,19.41739622,3.871585689,2.590183587,2.590183587,2.105657183,1.242693342,1.242693342,0.596211476,0.596211476,0.167638034,0.167638034,0,0,-0.208764159,8.629829319,4.316803838,2.617176613,1.867849251,27.45884701,10.21305479,1.604024695,0,1.568637912,0,1.259927652,0,1.819447346,0,9.741398208,11.47298244,1.568637912,0,0,3.423472041,9.741398208,0,0,23.12711561,1.259927652,1.819447346,0,44.94572286,3.172662608,1.259927652,9.741398208,0,0,1.819447346,0,0,10.21305479,0,2.483065468,15.38686667,0,-0.311447702,-0.323613628,0.130185183,0.912405334,4.525567997,2,2.262783999,0,0,0,0.262783999,2,2,2.262783999,0,1,0,0,0.262783999,2.529995139,0,-0.902653453,15.52362367,0.262783999,1.737216001,1.737216001,0.262783999,0.262783999,0.262783999,0,0,0,0,0,0,0,0,0,0,0
123,PLA2K-PEG5K,PLA,28,PEG,114,124,0.21,70.3,95,0.12,72.3,1.305263158,1.75,0.972337483,0.211,1,0,10,7000,8.104337479,0.403599702,-0.415765628,0.419723187,9.120501325,69.4285798,63.3805798,28.62783999,0.135994856,-0.416417857,0.416417857,0.135994856,1.218986665,1.447087999,1.447087999,16.3290853,10.71732094,1.689480646,-1.748055134,1.481056421,-1.920376693,4.494623105,0.098958078,1.368326289,2.311855035,19.41739622,3.871585689,2.590183587,2.590183587,2.105657183,1.242693342,1.242693342,0.596211476,0.596211476,0.167638034,0.167638034,0,0,-0.208764159,8.629829319,4.316803838,2.617176613,1.867849251,27.45884701,10.21305479,1.604024695,0,1.568637912,0,1.259927652,0,1.819447346,0,9.741398208,11.47298244,1.568637912,0,0,3.423472041,9.741398208,0,0,23.12711561,1.259927652,1.819447346,0,44.94572286,3.172662608,1.259927652,9.741398208,0,0,1.819447346,0,0,10.21305479,0,2.483065468,15.38686667,0,-0.311447702,-0.323613628,0.130185183,0.912405334,4.525567997,2,2.262783999,0,0,0,0.262783999,2,2,2.262783999,0,1,0,0,0.262783999,2.529995139,0,-0.902653453,15.52362367,0.262783999,1.737216001,1.737216001,0.262783999,0.262783999,0.262783999,0,0,0,0,0,0,0,0,0,0,0
124,PLA2K-PEG5K,PLA,28,PEG,114,112,0.2,71.4,93,0.12,71.4,1.204301075,1.666666667,1,0.235,1,0,20,7000,8.104337479,0.403599702,-0.415765628,0.419723187,9.120501325,69.4285798,63.3805798,28.62783999,0.135994856,-0.416417857,0.416417857,0.135994856,1.218986665,1.447087999,1.447087999,16.3290853,10.71732094,1.689480646,-1.748055134,1.481056421,-1.920376693,4.494623105,0.098958078,1.368326289,2.311855035,19.41739622,3.871585689,2.590183587,2.590183587,2.105657183,1.242693342,1.242693342,0.596211476,0.596211476,0.167638034,0.167638034,0,0,-0.208764159,8.629829319,4.316803838,2.617176613,1.867849251,27.45884701,10.21305479,1.604024695,0,1.568637912,0,1.259927652,0,1.819447346,0,9.741398208,11.47298244,1.568637912,0,0,3.423472041,9.741398208,0,0,23.12711561,1.259927652,1.819447346,0,44.94572286,3.172662608,1.259927652,9.741398208,0,0,1.819447346,0,0,10.21305479,0,2.483065468,15.38686667,0,-0.311447702,-0.323613628,0.130185183,0.912405334,4.525567997,2,2.262783999,0,0,0,0.262783999,2,2,2.262783999,0,1,0,0,0.262783999,2.529995139,0,-0.902653453,15.52362367,0.262783999,1.737216001,1.737216001,0.262783999,0.262783999,0.262783999,0,0,0,0,0,0,0,0,0,0,0
125,PLA5K-PEG5K,PLA,70,PEG,114,137,0.24,61.2,98,0.12,78.2,1.397959184,2,0.782608696,0.067,1,0,1,10000,8.484535452,0.624577712,-0.646393333,0.429396177,10.40584067,75.26679953,69.21879953,30.71217405,0.191333184,-0.434206618,0.434206618,0.191333184,1.392681171,1.603413054,1.603413054,16.34877746,10.63720821,1.780046803,-1.786911404,1.551211994,-1.979924844,4.837386885,0.029967429,1.366244759,2.579242015,30.05972459,4.234361319,2.813496012,2.813496012,2.257505266,1.330131095,1.330131095,0.714392706,0.714392706,0.221286756,0.221286756,0,0,-0.310896529,10.03777353,4.631538282,2.376985008,1.826484639,29.6529138,10.21305479,2.876295204,0,2.81284055,0,2.259269372,0,3.262585479,0,6.987208375,12.47232416,2.81284055,0,0,6.138880684,6.987208375,0,0,22.88939892,2.259269372,3.262585479,0,48.50368111,5.689135756,2.259269372,6.987208375,0,0,3.262585479,0,0,10.21305479,0,4.452568169,15.49542573,0,-0.558479888,-0.580295508,0.431738144,0.842927532,4.942434811,2,2.471217405,0,0,0,0.471217405,2,2,2.471217405,0,1,0,0,0.471217405,2.26697482,0,-0.802438671,16.59601355,0.471217405,1.528782595,1.528782595,0.471217405,0.471217405,0.471217405,0,0,0,0,0,0,0,0,0,0,0
126,PLA5K-PEG5K,PLA,70,PEG,114,132,0.24,62.8,102,0.14,77.4,1.294117647,1.714285714,0.811369509,0.161,1,0,5,10000,8.484535452,0.624577712,-0.646393333,0.429396177,10.40584067,75.26679953,69.21879953,30.71217405,0.191333184,-0.434206618,0.434206618,0.191333184,1.392681171,1.603413054,1.603413054,16.34877746,10.63720821,1.780046803,-1.786911404,1.551211994,-1.979924844,4.837386885,0.029967429,1.366244759,2.579242015,30.05972459,4.234361319,2.813496012,2.813496012,2.257505266,1.330131095,1.330131095,0.714392706,0.714392706,0.221286756,0.221286756,0,0,-0.310896529,10.03777353,4.631538282,2.376985008,1.826484639,29.6529138,10.21305479,2.876295204,0,2.81284055,0,2.259269372,0,3.262585479,0,6.987208375,12.47232416,2.81284055,0,0,6.138880684,6.987208375,0,0,22.88939892,2.259269372,3.262585479,0,48.50368111,5.689135756,2.259269372,6.987208375,0,0,3.262585479,0,0,10.21305479,0,4.452568169,15.49542573,0,-0.558479888,-0.580295508,0.431738144,0.842927532,4.942434811,2,2.471217405,0,0,0,0.471217405,2,2,2.471217405,0,1,0,0,0.471217405,2.26697482,0,-0.802438671,16.59601355,0.471217405,1.528782595,1.528782595,0.471217405,0.471217405,0.471217405,0,0,0,0,0,0,0,0,0,0,0
127,PLA5K-PEG5K,PLA,70,PEG,114,121,0.23,66.2,101,0.14,77.1,1.198019802,1.642857143,0.858625162,0.199,1,0,10,10000,8.484535452,0.624577712,-0.646393333,0.429396177,10.40584067,75.26679953,69.21879953,30.71217405,0.191333184,-0.434206618,0.434206618,0.191333184,1.392681171,1.603413054,1.603413054,16.34877746,10.63720821,1.780046803,-1.786911404,1.551211994,-1.979924844,4.837386885,0.029967429,1.366244759,2.579242015,30.05972459,4.234361319,2.813496012,2.813496012,2.257505266,1.330131095,1.330131095,0.714392706,0.714392706,0.221286756,0.221286756,0,0,-0.310896529,10.03777353,4.631538282,2.376985008,1.826484639,29.6529138,10.21305479,2.876295204,0,2.81284055,0,2.259269372,0,3.262585479,0,6.987208375,12.47232416,2.81284055,0,0,6.138880684,6.987208375,0,0,22.88939892,2.259269372,3.262585479,0,48.50368111,5.689135756,2.259269372,6.987208375,0,0,3.262585479,0,0,10.21305479,0,4.452568169,15.49542573,0,-0.558479888,-0.580295508,0.431738144,0.842927532,4.942434811,2,2.471217405,0,0,0,0.471217405,2,2,2.471217405,0,1,0,0,0.471217405,2.26697482,0,-0.802438671,16.59601355,0.471217405,1.528782595,1.528782595,0.471217405,0.471217405,0.471217405,0,0,0,0,0,0,0,0,0,0,0
128,PLA5K-PEG5K,PLA,70,PEG,114,112,0.25,65.9,104,0.14,76.5,1.076923077,1.785714286,0.861437908,0.218,1,0,20,10000,8.484535452,0.624577712,-0.646393333,0.429396177,10.40584067,75.26679953,69.21879953,30.71217405,0.191333184,-0.434206618,0.434206618,0.191333184,1.392681171,1.603413054,1.603413054,16.34877746,10.63720821,1.780046803,-1.786911404,1.551211994,-1.979924844,4.837386885,0.029967429,1.366244759,2.579242015,30.05972459,4.234361319,2.813496012,2.813496012,2.257505266,1.330131095,1.330131095,0.714392706,0.714392706,0.221286756,0.221286756,0,0,-0.310896529,10.03777353,4.631538282,2.376985008,1.826484639,29.6529138,10.21305479,2.876295204,0,2.81284055,0,2.259269372,0,3.262585479,0,6.987208375,12.47232416,2.81284055,0,0,6.138880684,6.987208375,0,0,22.88939892,2.259269372,3.262585479,0,48.50368111,5.689135756,2.259269372,6.987208375,0,0,3.262585479,0,0,10.21305479,0,4.452568169,15.49542573,0,-0.558479888,-0.580295508,0.431738144,0.842927532,4.942434811,2,2.471217405,0,0,0,0.471217405,2,2,2.471217405,0,1,0,0,0.471217405,2.26697482,0,-0.802438671,16.59601355,0.471217405,1.528782595,1.528782595,0.471217405,0.471217405,0.471217405,0,0,0,0,0,0,0,0,0,0,0
129,PEG5K-b-PCL2K,PCL,17.5,PEG,114,156,0.24,57.9,89,0.11,77.8,1.752808989,2.181818182,0.744215938,0.057,1,0,1,7000,8.24932095,0.103086492,-0.103086492,0.414832267,10.63719902,73.53275621,66.59709401,30.40308634,0.118854726,-0.409772186,0.409772186,0.118854726,1.055038579,1.442635027,1.635270055,16.35453743,10.68326361,1.679914936,-1.750926268,1.539062464,-1.878606719,4.420544526,0.113700857,1.496422673,2.039019286,21.96764401,3.943855841,2.868578983,2.868578983,2.350038376,1.554716198,1.554716198,0.795919707,0.795919707,0.361606759,0.361606759,0.177521291,0.177521291,-0.179069443,24.14653144,4.290710988,2.871221716,1.832703479,30.00730411,9.007447517,0,0,1.314168329,1.055538059,0,0,4.240714797,1.413571599,11.75923034,10.06298558,1.314168329,0,0,5.654286395,11.75923034,0,0,21.03800536,2.098378887,5.654286395,0,37.34261487,0,1.055538059,11.61886509,2.868105186,4.240714797,0,0,0,9.007447517,1.048790705,2.302997617,11.89264667,0,-0.005605781,0.843119688,-0.054562082,0.963307614,4.880617268,1.559691366,2,0.220154317,0.220154317,0,0,2,1.559691366,2,0.220154317,0.779845683,0.220154317,0.220154317,0,2.647744326,0.220154317,-0.559498904,17.53014217,0,1.559691366,1.559691366,0,0,0.220154317,0.220154317,0,0,0,0,0,0.220154317,0.220154317,0.220154317,0,0
130,PEG5K-b-PCL2K,PCL,17.5,PEG,114,121,0.25,60.2,95,0.11,78.3,1.273684211,2.272727273,0.768837803,0.132,1,0,5,7000,8.24932095,0.103086492,-0.103086492,0.414832267,10.63719902,73.53275621,66.59709401,30.40308634,0.118854726,-0.409772186,0.409772186,0.118854726,1.055038579,1.442635027,1.635270055,16.35453743,10.68326361,1.679914936,-1.750926268,1.539062464,-1.878606719,4.420544526,0.113700857,1.496422673,2.039019286,21.96764401,3.943855841,2.868578983,2.868578983,2.350038376,1.554716198,1.554716198,0.795919707,0.795919707,0.361606759,0.361606759,0.177521291,0.177521291,-0.179069443,24.14653144,4.290710988,2.871221716,1.832703479,30.00730411,9.007447517,0,0,1.314168329,1.055538059,0,0,4.240714797,1.413571599,11.75923034,10.06298558,1.314168329,0,0,5.654286395,11.75923034,0,0,21.03800536,2.098378887,5.654286395,0,37.34261487,0,1.055538059,11.61886509,2.868105186,4.240714797,0,0,0,9.007447517,1.048790705,2.302997617,11.89264667,0,-0.005605781,0.843119688,-0.054562082,0.963307614,4.880617268,1.559691366,2,0.220154317,0.220154317,0,0,2,1.559691366,2,0.220154317,0.779845683,0.220154317,0.220154317,0,2.647744326,0.220154317,-0.559498904,17.53014217,0,1.559691366,1.559691366,0,0,0.220154317,0.220154317,0,0,0,0,0,0.220154317,0.220154317,0.220154317,0,0
131,PEG5K-b-PCL2K,PCL,17.5,PEG,114,117,0.23,61.2,98,0.14,76.3,1.193877551,1.642857143,0.802096986,0.162,1,0,10,7000,8.24932095,0.103086492,-0.103086492,0.414832267,10.63719902,73.53275621,66.59709401,30.40308634,0.118854726,-0.409772186,0.409772186,0.118854726,1.055038579,1.442635027,1.635270055,16.35453743,10.68326361,1.679914936,-1.750926268,1.539062464,-1.878606719,4.420544526,0.113700857,1.496422673,2.039019286,21.96764401,3.943855841,2.868578983,2.868578983,2.350038376,1.554716198,1.554716198,0.795919707,0.795919707,0.361606759,0.361606759,0.177521291,0.177521291,-0.179069443,24.14653144,4.290710988,2.871221716,1.832703479,30.00730411,9.007447517,0,0,1.314168329,1.055538059,0,0,4.240714797,1.413571599,11.75923034,10.06298558,1.314168329,0,0,5.654286395,11.75923034,0,0,21.03800536,2.098378887,5.654286395,0,37.34261487,0,1.055538059,11.61886509,2.868105186,4.240714797,0,0,0,9.007447517,1.048790705,2.302997617,11.89264667,0,-0.005605781,0.843119688,-0.054562082,0.963307614,4.880617268,1.559691366,2,0.220154317,0.220154317,0,0,2,1.559691366,2,0.220154317,0.779845683,0.220154317,0.220154317,0,2.647744326,0.220154317,-0.559498904,17.53014217,0,1.559691366,1.559691366,0,0,0.220154317,0.220154317,0,0,0,0,0,0.220154317,0.220154317,0.220154317,0,0
132,PEG5K-b-PCL2K,PCL,17.5,PEG,114,115,0.23,60.6,99,0.14,75.9,1.161616162,1.642857143,0.798418972,0.179,1,0,20,7000,8.24932095,0.103086492,-0.103086492,0.414832267,10.63719902,73.53275621,66.59709401,30.40308634,0.118854726,-0.409772186,0.409772186,0.118854726,1.055038579,1.442635027,1.635270055,16.35453743,10.68326361,1.679914936,-1.750926268,1.539062464,-1.878606719,4.420544526,0.113700857,1.496422673,2.039019286,21.96764401,3.943855841,2.868578983,2.868578983,2.350038376,1.554716198,1.554716198,0.795919707,0.795919707,0.361606759,0.361606759,0.177521291,0.177521291,-0.179069443,24.14653144,4.290710988,2.871221716,1.832703479,30.00730411,9.007447517,0,0,1.314168329,1.055538059,0,0,4.240714797,1.413571599,11.75923034,10.06298558,1.314168329,0,0,5.654286395,11.75923034,0,0,21.03800536,2.098378887,5.654286395,0,37.34261487,0,1.055538059,11.61886509,2.868105186,4.240714797,0,0,0,9.007447517,1.048790705,2.302997617,11.89264667,0,-0.005605781,0.843119688,-0.054562082,0.963307614,4.880617268,1.559691366,2,0.220154317,0.220154317,0,0,2,1.559691366,2,0.220154317,0.779845683,0.220154317,0.220154317,0,2.647744326,0.220154317,-0.559498904,17.53014217,0,1.559691366,1.559691366,0,0,0.220154317,0.220154317,0,0,0,0,0,0.220154317,0.220154317,0.220154317,0,0
133,PLGA(50:50)(10-20K),PLA,115,PGA,115,138,0.22,61.5,117,0.15,80.3,1.179487179,1.466666667,0.765877958,0.111,1,0,1,15000,9.297539488,0.998681078,-1.212407198,0.440055117,10.79789441,83.65668056,78.5315707,33.25330316,0.330407789,-0.479429525,0.479429525,0.330407789,1.818073906,2,2,16.39597841,10.58836086,1.923759376,-1.808897116,1.617201604,-2.062826041,5.690399117,-0.142574181,1.369121483,3.06980034,49.32169569,4.756318031,2.981643244,2.981643244,2.472128463,1.343918982,1.343918982,0.802551268,0.802551268,0.255703013,0.255703013,0,0,-0.57,11.7976647,4.972217193,1.746535248,2.503646429,32.30536379,10.21305479,6.334192493,0,5.969305288,0,4.794537184,0,3.754169347,0,0,15.00759197,5.969305288,0,0,7.063844867,3.024516974,0,0,22.51655257,4.794537184,3.754169347,0,57.53,12.30349778,2.599680492,0,0,0,3.754169347,0,0,12.40791148,0,9.297539488,15.42537686,0,-1.18730455,-0.667730431,0.292850151,0.590369532,5.542217193,2,3,0,0,0,0.542217193,2,2,3,0,1,0,0,0.542217193,1.565640618,0,-0.726048621,17.213088,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
134,PLGA(50:50)(10-20K),PLA,115,PGA,115,125,0.21,66.3,110,0.13,81.2,1.136363636,1.615384615,0.816502463,0.108,1,0,5,15000,9.297539488,0.998681078,-1.212407198,0.440055117,10.79789441,83.65668056,78.5315707,33.25330316,0.330407789,-0.479429525,0.479429525,0.330407789,1.818073906,2,2,16.39597841,10.58836086,1.923759376,-1.808897116,1.617201604,-2.062826041,5.690399117,-0.142574181,1.369121483,3.06980034,49.32169569,4.756318031,2.981643244,2.981643244,2.472128463,1.343918982,1.343918982,0.802551268,0.802551268,0.255703013,0.255703013,0,0,-0.57,11.7976647,4.972217193,1.746535248,2.503646429,32.30536379,10.21305479,6.334192493,0,5.969305288,0,4.794537184,0,3.754169347,0,0,15.00759197,5.969305288,0,0,7.063844867,3.024516974,0,0,22.51655257,4.794537184,3.754169347,0,57.53,12.30349778,2.599680492,0,0,0,3.754169347,0,0,12.40791148,0,9.297539488,15.42537686,0,-1.18730455,-0.667730431,0.292850151,0.590369532,5.542217193,2,3,0,0,0,0.542217193,2,2,3,0,1,0,0,0.542217193,1.565640618,0,-0.726048621,17.213088,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
135,PLGA(50:50)(10-20K),PLA,115,PGA,115,121,0.21,57.2,106,0.11,80.4,1.141509434,1.909090909,0.711442786,0.109,1,0,10,15000,9.297539488,0.998681078,-1.212407198,0.440055117,10.79789441,83.65668056,78.5315707,33.25330316,0.330407789,-0.479429525,0.479429525,0.330407789,1.818073906,2,2,16.39597841,10.58836086,1.923759376,-1.808897116,1.617201604,-2.062826041,5.690399117,-0.142574181,1.369121483,3.06980034,49.32169569,4.756318031,2.981643244,2.981643244,2.472128463,1.343918982,1.343918982,0.802551268,0.802551268,0.255703013,0.255703013,0,0,-0.57,11.7976647,4.972217193,1.746535248,2.503646429,32.30536379,10.21305479,6.334192493,0,5.969305288,0,4.794537184,0,3.754169347,0,0,15.00759197,5.969305288,0,0,7.063844867,3.024516974,0,0,22.51655257,4.794537184,3.754169347,0,57.53,12.30349778,2.599680492,0,0,0,3.754169347,0,0,12.40791148,0,9.297539488,15.42537686,0,-1.18730455,-0.667730431,0.292850151,0.590369532,5.542217193,2,3,0,0,0,0.542217193,2,2,3,0,1,0,0,0.542217193,1.565640618,0,-0.726048621,17.213088,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
